Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name
PanPan	variable charge X-linked-like	LOC117978593	8088603	8522144	-	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC100970257	9387723	9388725	+	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC117978598	9472781	10130115	+	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC117978431	9718015	9719206	-	AMPLICONIC	VCX2	yes	Q1.1A
PanPan	variable charge X-linked-like	LOC117978367	9737587	9738426	-	AMPLICONIC	VCX2	no	
PanPan	variable charge X-linked-like	LOC117978565	9765638	9766696	-	AMPLICONIC	VCX2	yes	Q1.2A
PanPan	variable charge X-linked-like	LOC117978241	9785169	9786008	-	AMPLICONIC	VCX2	no	
PanPan	variable charge X-linked-like	LOC117978111	9813413	9814281	-	AMPLICONIC	VCX2	yes	Q1.3A
PanPan	variable charge X-linked-like	LOC117978277	9832937	9833779	-	AMPLICONIC	VCX2	no	
PanPan	variable charge X-linked-like	LOC129395258	10148068	10148896	+	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC117978534	10466669	10467584	+	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC100979632	10488572	10489538	+	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC117977702	10745258	10746196	+	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC117978073	10766095	10767033	+	ANCESTRAL	VCX2	no	
PanPan	variable charge X-linked-like	LOC117977873	10786687	10787625	+	ANCESTRAL	VCX2	no	
PanPan	melanoma-associated antigen B18	LOC100968952	27941569	27943976	+	ANCESTRAL	MAGEB18	no	
PanPan	melanoma-associated antigen B10	LOC100971349	29608730	29631807	+	ANCESTRAL	MAGEB18	no	
PanPan	melanoma-associated antigen B10-like	LOC100972038	29634104	29635147	+	ANCESTRAL	MAGEB18	no	
PanPan	melanoma-associated antigen B4	LOC100995562	32035018	32038004	+	ANCESTRAL	MAGEB18	no	
PanPan	melanoma-associated antigen B1	LOC100995211	32039971	32047560	+	ANCESTRAL	MAGEB18	no	
PanPan	histone H2A-like 3	LOC129395243	38574722	38575102	+	ANCESTRAL	H2AB3	no	
PanPan	endogenous retrovirus group K member 6 Env polyprotein-like	LOC129395330	39000693	39003722	+	ANCESTRAL	endogenous retrovirus group K member 6 Env polyprotein-like	no	
PanPan	histone H2A-like 3	LOC129395263	39642285	39643030	+	ANCESTRAL	H2AB3	no	
PanPan	protein SSX1	LOC100968671	49726647	49740884	+	ANCESTRAL	SSX4B	no	
PanPan	protein SSX2-like	LOC100967520	49757833	49768251	-	AMPLICONIC	SSX4B	no	
PanPan	putative protein SSX9	LOC100968329	49785637	49793738	-	AMPLICONIC	SSX4B	no	
PanPan	protein SSX3	LOC100995951	49835236	49847459	-	AMPLICONIC	SSX4B	no	
PanPan	protein SSX4	LOC117974339	49869114	49882052	+	AMPLICONIC	SSX4B	yes	Q3A
PanPan	G antigen 10-like	LOC129395423	50796701	50811962	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395422	50816022	50823500	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395424	50825556	50834771	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395254	50835073	50844135	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395252	50844611	50853847	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395245	50854149	50863384	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395256	50863834	50872735	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395261	50873211	50880802	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395260	50882749	50891984	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395267	50892434	50901043	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 2D	LOC129395317	50901958	50910267	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395318	50911107	50918828	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395302	50920639	50928354	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395299	50930535	50937883	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395301	50940063	50947411	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395298	50949591	50957960	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395246	50958758	50968278	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395259	50968605	50977811	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395314	50978138	50985547	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395313	50987727	50995889	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395320	50996901	51004623	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395319	51006801	51014293	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 4	LOC129395321	51014664	51025104	+	ANCESTRAL	GAGE1	no	
PanPan	G antigen 1-like	LOC129395322	51025663	51035396	+	ANCESTRAL	GAGE1	no	
PanPan	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC100977832	52723414	52728453	+	ANCESTRAL	NUDT10	no	
PanPan	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC100977487	52880742	52887608	-	ANCESTRAL	NUDT10	no	
PanPan	centromere protein V-like protein 1	LOC117977700	53099431	53101114	+	AMPLICONIC	CENPVL2	yes	Q4B
PanPan	putative uncharacterized protein FLJ39060	LOC112438447	53440893	53447338	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q5A
PanPan	melanoma-associated antigen D4	LOC100975460	53454937	53462424	-	AMPLICONIC	MAGED1	yes	Q5A
PanPan	melanoma-associated antigen D4	LOC100969655	53577939	53585426	+	AMPLICONIC	MAGED1	yes	Q5B
PanPan	X antigen family member 1	LOC100981334	53879972	53886684	+	AMPLICONIC	XAGE1A	yes	Q6A
PanPan	X antigen family member 1	LOC100980311	53893279	53899988	-	AMPLICONIC	XAGE1A	no	
PanPan	X antigen family member 5	LOC103786849	53926317	53939119	+	ANCESTRAL	GAGE1	no	
PanPan	putative protein SSX8	LOC100980673	54009112	54020399	+	ANCESTRAL	SSX4B	no	
PanPan	X antigen family member 5	LOC129395278	54048051	54055068	-	AMPLICONIC	GAGE1	yes	Q7A
PanPan	sperm protein associated with the nucleus on the X chromosome N5	LOC117977560	54068922	54070156	+	AMPLICONIC	SPANXA1	yes	Q7A
PanPan	protein SSX2	LOC100977365	54075984	54117364	-	AMPLICONIC	SSX4B	yes	Q7A
PanPan	protein SSX2	LOC129393040	54153539	54168003	+	AMPLICONIC	SSX4B	yes	Q7B
PanPan	sperm protein associated with the nucleus on the X chromosome N5	LOC129395289	54202480	54203714	-	AMPLICONIC	SPANXA1	yes	Q7B
PanPan	X antigen family member 5	LOC117977561	54218719	54224497	+	AMPLICONIC	GAGE1	yes	Q7B
PanPan	protein FAM156A/FAM156B	LOC100984122	54292724	54323075	+	AMPLICONIC	FAM156B	yes	Q8A
PanPan	putative G antigen family E member 3	LOC129395309	56485217	56490460	+	ANCESTRAL	GAGE1	no	
PanPan	putative G antigen family E member 3	LOC129395324	56499594	56504829	+	ANCESTRAL	GAGE1	no	
PanPan	putative G antigen family E member 3	LOC117977552	56513965	56518089	+	ANCESTRAL	GAGE1	no	
PanPan	P antigen family member 5	LOC100973106	56645776	56649645	+	ANCESTRAL	GAGE1	no	
PanPan	spindlin-2	LOC100991305	58547714	58549583	-	ANCESTRAL	SPIN2A	no	
PanPan	spindlin-2	LOC100991655	58563365	58571141	-	ANCESTRAL	SPIN2A	no	
PanPan	zinc finger X-linked protein ZXDB	LOC117977599	59045882	59075677	+	ANCESTRAL	ZXDA	no	
PanPan	uncharacterized protein CXorf49-like	LOC100988252	71337139	71341552	-	ANCESTRAL	CXorf49B	no	
PanPan	uncharacterized protein CXorf49	LOC100987917	71341683	71345668	+	AMPLICONIC	CXorf49B	no	
PanPan	uncharacterized protein CXorf49	LOC129395386	71387315	71391252	-	AMPLICONIC	CXorf49B	yes	Q11A
PanPan	uncharacterized LOC129393025	LOC129393025	71391088	71393870	+	AMPLICONIC	CXorf49B	yes	Q11A
PanPan	uncharacterized LOC129395229	LOC129395229	71435463	71438245	-	AMPLICONIC	CXorf49B	yes	Q11B
PanPan	uncharacterized protein CXorf49-like	LOC100991983	71544720	71548479	-	ANCESTRAL	CXorf49B	no	
PanPan	doublesex- and mab-3-related transcription factor C1	LOC117977537	72448781	72519996	+	AMPLICONIC	DMRTC1B	yes	Q12.2A
PanPan	protein FAM236A	LOC117977539	72452208	72454498	-	AMPLICONIC	FAM236C	yes	Q12.2A
PanPan	protein FAM236A	LOC129395401	72609801	72612111	+	AMPLICONIC	FAM236C	yes	Q12.2B
PanPan	polyadenylate-binding protein 1-like 2	LOC100976163	72673775	72676236	+	AMPLICONIC	PABPC1L2B	yes	Q13A
PanPan	polyadenylate-binding protein 1-like 2	LOC117977691	72742505	72747568	-	AMPLICONIC	PABPC1L2B	no	
PanPan	polyadenylate-binding protein 1-like	LOC103787086	74258497	74270617	-	ANCESTRAL	PABPC1L2B	no	
PanPan	protein ARMCX6-like	LOC100995474	101194675	101195838	+	ANCESTRAL	ARMCX2	no	
PanPan	nuclear RNA export factor 5-like	LOC129395341	101426310	101438178	-	ANCESTRAL	NXF2	no	
PanPan	T-complex protein 11-like X-linked protein 2	LOC103784751	101777586	101789893	+	ANCESTRAL	TCP11X2	no	
PanPan	T-complex protein 11-like X-linked protein 2	LOC100971757	101819780	101853026	+	AMPLICONIC	TCP11X2	yes	Q14A
PanPan	nuclear RNA export factor 2	LOC100978865	101850372	101931250	+	AMPLICONIC	NXF2	yes	Q14A
PanPan	nuclear RNA export factor 2	LOC129395270	101970834	102051703	-	AMPLICONIC	NXF2	yes	Q14B
PanPan	T-complex protein 11-like X-linked protein 2	LOC117977629	102070712	102082278	-	AMPLICONIC	TCP11X2	yes	Q14B
PanPan	nuclear RNA export factor 2-like	LOC100985902	102172300	102182166	+	ANCESTRAL	NXF2	no	
PanPan	ras-related protein Rab-40A-like	LOC100986445	102327434	102549096	+	ANCESTRAL	RAB40A	no	
PanPan	histone H2B type W-T	LOC100969533	103476319	103480863	+	ANCESTRAL	H2BW2	no	
PanPan	histone H2B type F-M	LOC100988594	103514862	103516842	-	ANCESTRAL	H2BW2	no	
PanPan	thymosin beta-15A-like	LOC100969885	103535763	103539729	-	ANCESTRAL	TMSB15B	no	
PanPan	histone H2B type W-T-like	LOC100988917	103544445	103545357	+	ANCESTRAL	H2BW2	no	
PanPan	thymosin beta-15A-like	LOC100989257	103578179	103581655	-	ANCESTRAL	TMSB15B	no	
PanPan	rhox homeobox family member 2-like	LOC100970694	119543262	119563787	-	AMPLICONIC	RHOXF2B	yes	Q16.6A
PanPan	rhox homeobox family member 2	LOC117977727	119632427	119651418	+	AMPLICONIC	RHOXF2B	yes	Q16.3B
PanPan	rhox homeobox family member 2-like	LOC117977849	119698933	119717924	+	AMPLICONIC	RHOXF2B	yes	Q16.4B
PanPan	cancer/testis antigen 47A-like	LOC117977602	120430460	120432900	-	ANCESTRAL	CT47C1	no	
PanPan	cancer/testis antigen 47A	LOC112438439	120435572	120437775	-	ANCESTRAL	CT47C1	no	
PanPan	embryonic testis differentiation protein homolog B	LOC117974315	134686671	134687130	+	AMPLICONIC	ETDA	yes	Q17B
PanPan	embryonic testis differentiation protein homolog C	LOC112438429	134739150	134755309	+	ANCESTRAL	ETDA	no	
PanPan	sarcoma antigen 1-like	LOC100988262	135036192	135057121	+	ANCESTRAL	SAGE1	no	
PanPan	putative SAGE1-like protein	LOC100987809	135110339	135123901	-	AMPLICONIC	SAGE1	no	
PanPan	sarcoma antigen 1	LOC100979609	135190622	135213328	-	AMPLICONIC	SAGE1	yes	Q18A
PanPan	cancer/testis antigen family 45 member A10	LOC129395284	135210224	135224154	+	AMPLICONIC	CT45A8	yes	Q18A
PanPan	cancer/testis antigen family 45 member A6	LOC129395286	135229608	135240214	+	AMPLICONIC	CT45A8	yes	Q18A
PanPan	cancer/testis antigen family 45 member A6	LOC117977685	135277030	135287296	-	AMPLICONIC	CT45A8	yes	Q18B
PanPan	cancer/testis antigen family 45 member A10	LOC100979948	135292756	135306646	-	AMPLICONIC	CT45A8	yes	Q18B
PanPan	sarcoma antigen 1	LOC129395283	135303576	135326286	+	AMPLICONIC	SAGE1	yes	Q18B
PanPan	putative MAGE domain-containing protein MAGEA13P	LOC100971989	137908157	137909674	+	ANCESTRAL	MAGEB18	no	
PanPan	sperm protein associated with the nucleus on the X chromosome C-like	LOC117978075	140289568	140290905	+	ANCESTRAL	SPANXA1	no	
PanPan	sperm protein associated with the nucleus on the X chromosome C-like	LOC117977632	140509227	140510276	+	ANCESTRAL	SPANXA1	no	
PanPan	sperm protein associated with the nucleus on the X chromosome C-like	LOC129395387	141145458	141146508	-	AMPLICONIC	SPANXA1	yes	Q20B
PanPan	melanoma-associated antigen C2	LOC100990150	141639336	141643966	-	ANCESTRAL	MAGEB18	no	
PanPan	sperm protein associated with the nucleus on the X chromosome N4	LOC100989822	142454568	142463888	+	ANCESTRAL	SPANXA1	no	
PanPan	sperm protein associated with the nucleus on the X chromosome N3	LOC100989472	142925795	142934572	-	ANCESTRAL	SPANXA1	no	
PanPan	sperm protein associated with the nucleus on the X chromosome N2	LOC100988022	143123081	143132676	-	ANCESTRAL	SPANXA1	no	
PanPan	sperm protein associated with the nucleus on the X chromosome N2	LOC100991836	144618826	144628323	+	ANCESTRAL	SPANXA1	no	
PanPan	uncharacterized protein CXorf51A	LOC117977597	146131562	146132230	-	AMPLICONIC	CXorf51B	yes	Q21B
PanPan	uncharacterized protein CXorf51A-like	LOC117977659	146147170	146147686	-	AMPLICONIC	CXorf51B	yes	Q21B
PanPan	uncharacterized LOC100982139	LOC100982139	148809658	148845481	-	ANCESTRAL	uncharacterized LOC129053094	no	
PanPan	protein EOLA1	LOC100969417	148845647	148855437	+	ANCESTRAL	EOLA1	no	
PanPan	heat shock transcription factor, X-linked member 3	LOC129395378	148852867	148854904	-	AMPLICONIC	HSFX3	no	
PanPan	melanoma-associated antigen 8	LOC100970690	148886508	148892335	-	AMPLICONIC	MAGEB18	no	
PanPan	melanoma-associated antigen 9-like	LOC129395209	148985837	149055671	-	AMPLICONIC	MAGEB18	no	
PanPan	protein EOLA1	LOC117974216	149055833	149069663	+	AMPLICONIC	EOLA1	no	
PanPan	heat shock transcription factor, X-linked member 3	LOC112438732	149063059	149065094	-	AMPLICONIC	HSFX3	no	
PanPan	melanoma-associated antigen 8-like	LOC129395389	149098345	149100208	-	AMPLICONIC	MAGEB18	yes	Q22.1A
PanPan	melanoma-associated antigen 9-like	LOC129395212	149196865	149266700	-	AMPLICONIC	MAGEB18	yes	Q22.1A
PanPan	protein EOLA1	LOC129392977	149266862	149280692	+	AMPLICONIC	EOLA1	no	
PanPan	heat shock transcription factor, X-linked member 3	LOC129395211	149274088	149276123	-	AMPLICONIC	HSFX3	no	
PanPan	melanoma-associated antigen 8-like	LOC129395390	149309374	149311237	-	AMPLICONIC	MAGEB18	yes	Q22.3A
PanPan	melanoma-associated antigen 9-like	LOC129392975	149407890	149414238	-	AMPLICONIC	MAGEB18	yes	Q22.3A
PanPan	heat shock transcription factor, X-linked	LOC129395251	149414373	149423340	-	AMPLICONIC	HSFX3	yes	Q22.3A
PanPan	melanoma-associated antigen 11	LOC100975369	149513219	149518466	-	AMPLICONIC	MAGEB18	no	
PanPan	melanoma-associated antigen 9	LOC117978218	149591258	149597057	+	AMPLICONIC	MAGEB18	yes	Q22.2B
PanPan	transmembrane protein 185A-like	LOC129395272	149691459	149697037	+	AMPLICONIC	TMEM185A	no	
PanPan	heat shock transcription factor, X-linked	LOC100976508	149697175	149705468	+	AMPLICONIC	HSFX3	yes	Q22.3B
PanPan	melanoma-associated antigen 9	LOC117977650	149706160	149711959	+	AMPLICONIC	MAGEB18	yes	Q22.1B
PanPan	melanoma-associated antigen 8	LOC129395328	149805428	149811318	+	AMPLICONIC	MAGEB18	yes	Q22.1B
PanPan	protein EOLA1	LOC129392930	149839727	149853637	-	AMPLICONIC	EOLA1	no	
PanPan	heat shock transcription factor, X-linked member 3	LOC117977758	149844560	149846331	+	AMPLICONIC	HSFX3	no	
PanPan	melanoma-associated antigen 9	LOC129395206	149916285	149922104	+	AMPLICONIC	MAGEB18	yes	Q22.4B
PanPan	melanoma-associated antigen 8	LOC117978564	150015553	150021443	+	AMPLICONIC	MAGEB18	yes	Q22.4B
PanPan	heat shock transcription factor, X-linked member 3	LOC100971024	150065745	150067516	+	AMPLICONIC	HSFX3	no	
PanPan	uncharacterized LOC103785494	LOC103785494	150076093	150134472	+	ANCESTRAL	uncharacterized LOC129053094	no	
PanPan	melanoma-associated antigen 10-like	LOC129395376	152740591	152742067	+	AMPLICONIC	MAGEB18	no	
PanPan	melanoma-associated antigen 6	LOC100978819	152756848	152759809	+	AMPLICONIC	MAGEB18	yes	Q24A
PanPan	chondrosarcoma-associated gene 2/3 protein	LOC100989262	152766372	152772512	-	AMPLICONIC	CSAG1	yes	Q24A
PanPan	melanoma-associated antigen 2	LOC100988708	152774670	152776628	+	AMPLICONIC	MAGEB18	yes	Q24A
PanPan	chondrosarcoma-associated gene 2/3 protein	LOC117977620	152785470	152786012	-	AMPLICONIC	CSAG1	no	
PanPan	melanoma-associated antigen 12	LOC100989838	152788471	152792419	-	AMPLICONIC	MAGEB18	no	
PanPan	chondrosarcoma-associated gene 2/3 protein	LOC117977697	152793720	152798646	+	AMPLICONIC	CSAG1	no	
PanPan	chondrosarcoma-associated gene 2/3 protein-like	LOC117977714	152814090	152814743	+	AMPLICONIC	CSAG1	yes	Q24B
PanPan	melanoma-associated antigen 3	LOC117977609	152820950	152824422	-	AMPLICONIC	MAGEB18	yes	Q24B
PanPan	paraneoplastic antigen-like protein 6B	LOC106634358	153140250	153142833	-	AMPLICONIC	PNMA6E	yes	Q25.1A
PanPan	PWWP domain-containing DNA repair factor 4-like	LOC117977584	153168661	153179554	-	AMPLICONIC	PWWP4	yes	Q25.2A
PanPan	PWWP domain-containing DNA repair factor 4-like	LOC117977675	153309272	153315634	+	AMPLICONIC	PWWP4	yes	Q25.2B
PanPan	paraneoplastic antigen Ma6E	LOC112438438	153436004	153442768	-	ANCESTRAL	PNMA6E	no	
PanPan	long-wave-sensitive opsin 1	LOC117977619	154186533	154201301	+	ANCESTRAL	OPN1LW	no	
PanPan	medium-wave-sensitive opsin 1	LOC117977940	154226204	154243927	+	ANCESTRAL	OPN1LW	no	
PanPan	testis-specific protein TEX28-like	LOC129395218	154244252	154265660	-	ANCESTRAL	TEX28	no	
PanPan	cancer/testis antigen 1	LOC117977648	154559129	154560843	+	AMPLICONIC	LAGE3	yes	Q27A
PanPan	endogenous retrovirus group K member 6 Env polyprotein-like	LOC129395411	154567411	154574392	+	AMPLICONIC	endogenous retrovirus group K member 6 Env polyprotein-like	yes	Q27A
PanPan	cancer/testis antigen 1	LOC100989385	154591619	154593365	-	AMPLICONIC	LAGE3	yes	Q27B
PanPan	NF-kappa-B essential modulator-like	LOC117977645	154613331	154622583	-	AMPLICONIC	IKBKG	yes	Q27B
PanPan	cancer/testis antigen 2	LOC117977677	154626045	154627556	-	AMPLICONIC	LAGE3	yes	Q27B
PanPan	histone H2A-Bbd type 2/3	LOC100992822	154863587	154864290	+	ANCESTRAL	H2AB3	no	
PanPan	histone H2A-Bbd type 2/3	LOC117977735	155348951	155349647	+	AMPLICONIC	H2AB3	yes	Q28A
PanPan	40-kDa huntingtin-associated protein	LOC100985575	155350477	155352160	+	AMPLICONIC	F8A2	yes	Q28A
PanPan	histone H2A-Bbd type 2/3	LOC100984913	155426910	155427606	-	AMPLICONIC	H2AB3	yes	Q28B
GorGor	transducin beta like 1 X-linked	TBL1X	19931534	20187805	+	ANCESTRAL	TBL1X	no	
GorGor	thymosin beta 4 X-linked	TMSB4X	23442690	23444831	+	ANCESTRAL	TMSB15B	no	
GorGor	MAGE family member B17	MAGEB17	26644141	26646182	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member B18	MAGEB18	36648210	36650603	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member B5	MAGEB5	36730206	36731391	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member B2	MAGEB2	40732363	40737112	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member B3	MAGEB3	40747516	40754510	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member B1	MAGEB1	40760709	40769045	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member B16	MAGEB16	46342754	46348266	+	ANCESTRAL	MAGEB18	no	
GorGor	sperm acrosome associated 5	SPACA5	58407003	58409115	+	ANCESTRAL	SPACA5	no	
GorGor	PAGE family member 1	PAGE1	59878458	59886458	-	ANCESTRAL	GAGE1	no	
GorGor	PAGE family member 4	PAGE4	60020277	60025291	+	ANCESTRAL	GAGE1	no	
GorGor	centromere protein V like 3	CENPVL3	61799485	61802360	-	ANCESTRAL	CENPVL2	no	
GorGor	MAGE family member D1	MAGED1	61985455	62084886	+	ANCESTRAL	MAGED1	no	
GorGor	X antigen family member 2	XAGE2	62535784	62542447	+	ANCESTRAL	GAGE1	no	
GorGor	X antigen family member 5	XAGE5	62936754	62944018	+	AMPLICONIC	GAGE1	no	
GorGor	X antigen family member 3	XAGE3	62986053	62991620	-	AMPLICONIC	GAGE1	no	
GorGor	family with sequence similarity 156 member A	FAM156A	63008582	63040515	+	AMPLICONIC	FAM156B	yes	Q8A
GorGor	PAGE family member 2B	PAGE2B	65148838	65151801	+	ANCESTRAL	GAGE1	no	
GorGor	PAGE family member 5	PAGE5	65276988	65280678	+	ANCESTRAL	GAGE1	no	
GorGor	spindlin family member 3	SPIN3	67124548	67145391	-	ANCESTRAL	SPIN2A	no	
GorGor	spindlin family member 4	SPIN4	75053466	75057663	-	ANCESTRAL	SPIN2A	no	
GorGor	DMRT like family C1B	DMRTC1B	84513032	84586428	+	AMPLICONIC	DMRTC1B	yes	Q11A
GorGor	poly(A) binding protein cytoplasmic 1 like 2A	PABPC1L2A	84827112	84829227	-	ANCESTRAL	PABPC1L2B	no	
GorGor	poly(A) binding protein cytoplasmic 5	PABPC5	103197799	103204983	+	ANCESTRAL	PABPC1L2B	no	
GorGor	ribosomal protein L36a	RPL36A	113167332	113172205	+	ANCESTRAL	RPL36A-HNRNPH2	no	
GorGor	armadillo repeat containing X-linked 1	ARMCX1	113283871	113332383	+	ANCESTRAL	ARMCX2	no	
GorGor	armadillo repeat containing X-linked 3	ARMCX3	113401778	113406830	+	ANCESTRAL	ARMCX2	no	
GorGor	armadillo repeat containing X-linked 2	ARMCX2	113434492	113439123	-	ANCESTRAL	ARMCX2	no	
GorGor	thymosin beta 15A	TMSB15A	114290021	114293492	-	ANCESTRAL	TMSB15B	no	
GorGor	G protein-coupled receptor associated sorting protein 2	GPRASP2	114390647	114507646	+	ANCESTRAL	GPRASP2	no	
GorGor	G protein-coupled receptor associated sorting protein 1	GPRASP1	114390640	114449249	+	ANCESTRAL	GPRASP2	no	
GorGor	nuclear RNA export factor 3	NXF3	114855897	115000783	-	ANCESTRAL	NXF2	no	
GorGor	transcription elongation factor A like 8	TCEAL8	115032346	115034548	-	ANCESTRAL	TCEAL8	no	
GorGor	cancer/testis antigen family 47 member C1	CT47C1	130778774	130785245	+	ANCESTRAL	CT47C1	no	
GorGor	embryonic testis differentiation homolog B	ETDB	146897446	146899034	-	AMPLICONIC	ETDA	yes	Q16A
GorGor	small integral membrane protein 10 like 2A	SMIM10L2A	147208505	147214673	+	ANCESTRAL	SMIM10L2A	no	
GorGor	integrator complex subunit 6 like	INTS6L	147316477	147378348	+	ANCESTRAL	SAGE1	no	
GorGor	sarcoma antigen 1	SAGE1	147600589	147620186	+	ANCESTRAL	SAGE1	no	
GorGor	MAGE family member C3	MAGEC3	153533360	153594782	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member C1	MAGEC1	153600380	153607651	+	AMPLICONIC	MAGEB18	yes	Q20A
GorGor	chromosome X CXorf51B homolog	CXHXorf51B	158426502	158427167	+	AMPLICONIC	CXorf51B	yes	Q21A
GorGor	chromosome X CXorf51A homolog	CXHXorf51A	158459356	158460021	-	AMPLICONIC	CXorf51B	yes	Q21B
GorGor	endothelium and lymphocyte associated ASCH domain 1	EOLA1	161158677	161169413	+	AMPLICONIC	EOLA1	yes	Q22A
GorGor	transmembrane protein 185A	TMEM185A	161414171	161449443	+	AMPLICONIC	TMEM185A	no	
GorGor	MAGE family member A9	MAGEA9	161458542	161464324	+	AMPLICONIC	MAGEB18	yes	Q23B
GorGor	endothelium and lymphocyte associated ASCH domain 2	EOLA2	161600461	161615356	-	AMPLICONIC	EOLA1	yes	Q22B
GorGor	MAGE family member A4	MAGEA4	163590519	163600784	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member A10	MAGEA10	163809309	163814522	-	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member A12	MAGEA12	164405219	164411360	-	AMPLICONIC	MAGEB18	no	
GorGor	PNMA family member 5	PNMA5	164668092	164673670	-	ANCESTRAL	PNMA6E	no	
GorGor	PNMA family member 3	PNMA3	164735146	164739317	+	AMPLICONIC	PNMA6E	yes	Q26A
GorGor	MAGE family member A1	MAGEA1	164861291	164865952	+	ANCESTRAL	MAGEB18	no	
GorGor	PNMA family member 6F	PNMA6F	165002683	165007218	-	ANCESTRAL	PNMA6E	no	
GorGor	PNMA family member 6E	PNMA6E	165081270	165099741	-	ANCESTRAL	PNMA6E	no	
GorGor	opsin 1, long wave sensitive	OPN1LW	165835816	165850596	+	ANCESTRAL	OPN1LW	no	
GorGor	testis expressed 28	TEX28	165888969	165915262	-	AMPLICONIC	TEX28	no	
GorGor	L antigen family member 3	LAGE3	166096412	166097934	-	ANCESTRAL	LAGE3	no	
GorGor	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	166165197	166186357	+	AMPLICONIC	IKBKG	yes	Q29A
GorGor	coagulation factor VIII	F8	166455425	166652736	-	ANCESTRAL	F8A2	no	
GorGor	coagulation factor VIII associated 1	F8A1	166506085	166507768	+	ANCESTRAL	F8A2	no	
GorGor	MAGE family member B6B	MAGEB6B	36669089	36672186	+	ANCESTRAL	MAGEB18	no	
GorGor	MAGE family member B6	MAGEB6	36702182	36705425	+	ANCESTRAL	MAGEB18	no	
GorGor	SSX family member 4	SSX4	58753745	58763649	+	AMPLICONIC	SSX4B	yes	Q3A
GorGor	nudix hydrolase 10	NUDT10	61509985	61515315	+	ANCESTRAL	NUDT10	no	
GorGor	zinc finger X-linked duplicated B	ZXDB	67776783	67782257	+	ANCESTRAL	ZXDA	no	
GorGor	family with sequence similarity 236 member B	FAM236B	84517975	84518862	-	AMPLICONIC	FAM236C	yes	Q11A
GorGor	poly(A) binding protein cytoplasmic 1 like 2B	PABPC1L2B	84750207	84752765	+	AMPLICONIC	PABPC1L2B	no	
GorGor	RAB40A, member RAS oncogene family	RAB40A	115286316	115287245	-	ANCESTRAL	RAB40A	no	
GorGor	embryonic testis differentiation homolog C	ETDC	147093904	147094082	+	ANCESTRAL	ETDA	no	
GorGor	chondrosarcoma associated gene 1	CSAG1	164411396	164417671	+	AMPLICONIC	CSAG1	yes	Q25B
GorGor	PNMA family member 6A	PNMA6A	164751401	164753456	+	AMPLICONIC	PNMA6E	yes	Q26B
